url,title,published,author,categories,audio_links
https://eo.globalvoices.org/2022/02/12714/,"Bandaĉa armistico aŭ ne, pezidento Bukele konservas sian popularecon en Salvadoro",2022-02-23T21:53:47+01:00,Aza Delgado Orduño,"Blogo,COVID-19,Civitanaj komunikiloj,Latinameriko,Politiko,Regado,Salvadoro,Ĉefaĵo",
https://eo.globalvoices.org/2022/02/12831/,Neatendita reago de Prago post rusa invado de Ukrainio,2022-02-27T18:45:46+01:00,Gilles TABARD,"Blogo,Civitanaj komunikiloj,Freŝa Novaĵo,Internaciaj rilatoj,Orienta kaj Centra Eŭropo,Rifuĝintoj,Ĉeĥa,Ĉeĥio",
https://eo.globalvoices.org/2022/03/12844/,Ĉu ni vivas en memkreita novaĵveziko?,2022-03-04T18:58:04+01:00,Nichita Onufriev,"Angla,Blogo,Civitanaj komunikiloj,Komunikiloj kaj ĵurnalismo,MONDO,Milito kaj konflikto,Resumo,Rusio,TEMOJ,The Bridge,Turkio,Ukrainio",
https://eo.globalvoices.org/2022/03/12840/,Kiel tajvanaj uzantoj de sociaj amaskomunikiloj respondis al la invado de Ukrainio fare de Rusio,2022-03-05T21:41:12+01:00,Gilles TABARD,"Angla,Blogo,Civitanaj komunikiloj,Internaciaj rilatoj,MONDO,Milito kaj konflikto,Orienta Azio,Politiko,Protesto,Tajvano (RĈ),Ĉefaĵo,Ĉinio",
https://eo.globalvoices.org/2022/03/12881/,Kial ujguroj envias ukrainojn,2022-03-14T21:21:26+01:00,Gilles TABARD,"Blogo,Civitanaj komunikiloj,Etno kaj raso,Homaj rajtoj,Internaciaj rilatoj,Milito kaj konflikto,Parollibereco,Rusio,The Bridge,Ukrainio,Uyghur,Ĉefaĵo,Ĉinio",
https://eo.globalvoices.org/2022/03/12915/,"En Mongolio, konscio pri poluado estu akcelata por malhelpi plian ekologian damaĝon",2022-03-24T12:00:06+01:00,Herman Dekeŭnink,"Blogo,Centra Azio kaj Kaŭkazio,Civitanaj komunikiloj,Ekonomio kaj komerco,Medio,Mongolian,Mongolio,Ĉefaĵo",
https://eo.globalvoices.org/2022/03/12732/,Milito en Ukrainio montras la rasismon de amaskomunikiloj kaj politikistoj kontraŭ arabaj militviktimoj,2022-03-24T18:30:08+01:00,Aza Delgado Orduño,"Afganio,Angla,Blogo,Cenzuro,Civitanaj komunikiloj,En- kaj elmigrado,Etno kaj raso,Homaj rajtoj,Internaciaj rilatoj,Interreta aktivismo,Irako,Israelo,Katastrofo,Komunikiloj kaj ĵurnalismo,Medio,Mezoriento kaj Nordafriko,Milito kaj konflikto,Oceanio,Orienta kaj Centra Eŭropo,Palestino,Parollibereco,Politiko,Rifuĝintoj,Rusio,Sirio,Tongo,Ukrainio,Ĉefaĵo",
https://eo.globalvoices.org/2022/03/12934/,Montenegraj gejunuloj lanĉas kontraŭmilitan kanton por la infanaro de Ukrainio,2022-03-31T18:44:58+02:00,Manuela BURGHELEA,"Angla,Arto kaj kulturo,Bosna,Civitanaj komunikiloj,Homama agado,Ideoj,Interreta aktivismo,Komunikiloj kaj ĵurnalismo,Kroata,Milito kaj konflikto,Montenegro,Muziko,Orienta kaj Centra Eŭropo,Rusio,Serba,Ukrainio,Ĉefaĵo",
https://eo.globalvoices.org/2022/04/12937/,Kion signifas por Ukrainio la historio de urba militado de Rusio en Alepo kaj Grozno?,2022-04-06T12:10:14+02:00,Gilles TABARD,"Araba,Blogo,Civitanaj komunikiloj,Internaciaj rilatoj,Milito kaj konflikto,Orienta kaj Centra Eŭropo,RuNet Echo,Rusa,Rusio,Sirio,Ukraina,Ukrainio,Ĉefaĵo",
https://eo.globalvoices.org/2022/04/12919/,La ĉina granda tradukmovado: ĉu malkaŝi propagandon de kontinenta Ĉinio aŭ disvastigi malamon?,2022-04-08T16:02:48+02:00,Nichita Onufriev,"Angla,Blogo,Cenzuro,Civitanaj komunikiloj,Internaciaj rilatoj,Interreta aktivismo,Komunikiloj kaj ĵurnalismo,MONDO,Orienta Azio,Parollibereco,Politiko,Ĉefaĵo,Ĉinio",
https://eo.globalvoices.org/2022/04/12930/,Ne nur Usono: Residente portretas la tutan Ameriko en ‘This is Not America’,2022-04-29T21:02:37+02:00,Aza Delgado Orduño,"Arto kaj kulturo,Blogo,Brazilo,Civitanaj komunikiloj,Homaj rajtoj,Indiĝenoj,Latinameriko,Medio,Meksiko,Muziko,Peruo,Regado,Ĉefaĵo,Ĉilio",
https://eo.globalvoices.org/2022/05/12999/,"‘Defendi la vivon': Indiĝena vivstilo, esenca por solvi klimatan krizon",2022-05-08T14:14:10+02:00,Aza Delgado Orduño,"Civitanaj komunikiloj,Indiĝenoj,Latinameriko,Lingvo,Medio,Meksiko,Ĉefaĵo",
https://eo.globalvoices.org/2022/05/12990/,“ANA TELE”: reta lernejo de la tatara lingvo,2022-05-14T11:57:23+02:00,Herman Dekeŭnink,"Civitanaj komunikiloj,Disvolvado,Edukado,Lingvo,Rusa,Rusio,Tatar,Ĉefaĵo",
https://eo.globalvoices.org/2022/05/12971/,Muziko en militaj tempoj: kanto kiel formo de ukraina rezisto,2022-05-15T12:24:51+02:00,Herman Dekeŭnink,"Arto kaj kulturo,Civitanaj komunikiloj,Homama agado,Internaciaj rilatoj,Milito kaj konflikto,Muziko,Orienta kaj Centra Eŭropo,Protesto,Rifuĝintoj,Rusa,Rusio,Ukraina,Ukrainio,Ĉefaĵo",
https://eo.globalvoices.org/2022/06/13007/,Batalo de identecoj: Kial la Kremlo pretendas paroli nome de la “rusparolantoj” de Ukrainio,2022-06-03T17:15:04+02:00,Aza Delgado Orduño,"Belorusio,Civitanaj komunikiloj,Edukado,Etno kaj raso,Historio,Internaciaj rilatoj,Lingvo,Milito kaj konflikto,Orienta kaj Centra Eŭropo,Rusa,Rusio,Ukraina,Ukrainio,Ĉefaĵo",
https://eo.globalvoices.org/2022/06/11587/,Afrikaj animaciistoj savas siajn gepatrajn lingvojn per desegnofilmoj,2022-06-06T04:28:58+02:00,Rafael LIMA,"Civitanaj komunikiloj,Indiĝenoj,LINGVOJ,Rising Voices",
https://eo.globalvoices.org/2022/06/13070/,"Konu Daniel Abugre Anyorigya, aktiviston pri la gurena lingvo",2022-06-13T10:50:19+02:00,Rafael LIMA,"@DigiAfricanLang,Civitanaj komunikiloj,Indiĝenoj,LINGVOJ,Rising Voices",
https://eo.globalvoices.org/2022/06/13100/,"Majaa spirita gvidantino akuzita pri “sorĉado” en Gvatemalo, poste liberigita",2022-06-26T22:45:27+02:00,Herman Dekeŭnink,"Blogo,Civitanaj komunikiloj,Gvatemalo,Homaj rajtoj,Indiĝenoj,Latinameriko,Virinoj kaj genro,Ĉefaĵo",
https://eo.globalvoices.org/2022/06/13079/,"Kun sekeco kaj en klimata krizo, meksika ŝtato alfrontas eblan akvan privatigon",2022-06-28T19:30:43+02:00,Aza Delgado Orduño,"Civitanaj komunikiloj,Ekonomio kaj komerco,Homaj rajtoj,Latinameriko,Medio,Meksiko,Protesto,Ĉefaĵo",
https://eo.globalvoices.org/2022/06/12987/,Meksika feministino: “Amo inter virinoj estas revolucio”,2022-06-28T20:22:40+02:00,Aza Delgado Orduño,"Homaj rajtoj,Latinameriko,Meksiko,Protesto,Virinoj kaj genro,Ĉefaĵo",
https://eo.globalvoices.org/2022/06/13081/,"Kolombio, dividita kaj alfrontata al profunda ŝanĝo antaŭ la prezidentaj balotoj",2022-06-29T20:28:33+02:00,Aza Delgado Orduño,"Civitanaj komunikiloj,Elektado,Kolombio,Latinameriko,Politiko,Regado,Ĉefaĵo",
https://eo.globalvoices.org/2022/06/13193/,14-jaraĝa knabo de Aŭstralio gvidas novigan platformon de retaj novaĵoj,2022-06-30T19:01:52+02:00,Manuela BURGHELEA,"Angla,Aŭstralio,Blogo,Civitanaj komunikiloj,Junuloj,Komunikiloj kaj ĵurnalismo,Oceanio,Politiko,Ĉefaĵo",
https://eo.globalvoices.org/2022/07/13088/,La malsukcesa regiona integriĝo de la Pintokunveno de la Amerikoj,2022-07-07T20:42:29+02:00,Aza Delgado Orduño,"Civitanaj komunikiloj,Internaciaj rilatoj,Kubo,Latinameriko,Meksiko,Nikaragvo,Nordameriko,Politiko,The Bridge,Venezuelo,Ĉefaĵo",
https://eo.globalvoices.org/2022/07/13208/,Antologio Amanat: verkistinoj el Kazaĥio publikigitaj en la angla,2022-07-09T19:55:20+02:00,Rafael LIMA,"Arto kaj kulturo,Centra Azio kaj Kaŭkazio,Civitanaj komunikiloj,Historio,Kazaĥa,Kazaĥio,Lingvo,Literaturo,Rusa,Virinoj kaj genro,Ĉefaĵo",
https://eo.globalvoices.org/2022/07/13250/,"Konektiĝo malgrandigas la efikojn de la klimata ŝanĝiĝo en Gran Chaco, Sudameriko",2022-07-31T23:49:41+02:00,Manuela BURGHELEA,"Argentino,Bolivio,Civitanaj komunikiloj,Homama agado,Indiĝenoj,Katastrofo,Komunikiloj kaj ĵurnalismo,Latinameriko,Medio,Paragvajo,Teknikaro,Virinoj kaj genro,Ĉefaĵo",
https://eo.globalvoices.org/2022/08/13295/,Trinidadaj kaj Tobagaj aĉetantoj estas ŝokitaj pro legomaj prezo-etikedoj,2022-08-08T18:51:45+02:00,Kelli Damacena,"Angla,Blogo,Civitanaj komunikiloj,Ekonomio kaj komerco,Karibio,Nutraĵo,Trinidado kaj Tobago,Ĉefaĵo",
https://eo.globalvoices.org/2022/08/13300/,“Roosyan Klassiks”: intervjuo kun slovaka verkisto Daniel Majling pri kultaj rusiaj aŭtoroj kaj la aktuala nuligo-kulturo,2022-08-13T22:18:30+02:00,Stano BELOV,"Arto kaj kulturo,Civitanaj komunikiloj,Etno kaj raso,Historio,Internaciaj rilatoj,Lingvo,Literaturo,Milito kaj konflikto,Orienta kaj Centra Eŭropo,Politiko,RuNet Echo,Rusa,Rusio,Slovaka,Slovakio,Ĉefaĵo",
https://eo.globalvoices.org/2022/08/13307/,Esperanto: De idealismo al realismo,2022-08-15T00:39:14+02:00,Aza Delgado Orduño,"Arto kaj kulturo,Civitanaj komunikiloj,Esperanto,Homaj rajtoj,LINGVOJ,Lingvo,The Bridge,Ĉefaĵo",
https://eo.globalvoices.org/2022/08/13304/,Malkodante ĉinan Interretan leksikonon: Kiel jado iĝas reprezentanto de la ĉina prezidento Xi Jinping,2022-08-15T14:41:54+02:00,Stano BELOV,"Angla,Blogo,Civitanaj komunikiloj,Lingvo,Orienta Azio,Parollibereco,Politiko,Ĉefaĵo,Ĉinio",
https://eo.globalvoices.org/2022/08/13316/,Intertraktoj inter Kubo kaj Usono pri migradaj aferoj: klarigo,2022-08-15T16:04:27+02:00,Stano BELOV,"Blogo,Civitanaj komunikiloj,En- kaj elmigrado,Internaciaj rilatoj,Kubo,Latinameriko,Politiko,Ĉefaĵo",
https://eo.globalvoices.org/2022/08/13321/,La batalo pri ĉifromonaj revoj en Mjanmao,2022-08-15T18:15:33+02:00,Stano BELOV,"Angla,Blogo,Cenzuro,Civitanaj komunikiloj,Ekonomio kaj komerco,GV Advocacy,Homaj rajtoj,Milito kaj konflikto,Mjanmao (Birmo),Orienta Azio,Politiko,Teknikaro,Ĉefaĵo",
https://eo.globalvoices.org/2022/08/13143/,Emblemoj kaj insignoj,2022-08-16T13:02:53+02:00,Herman Dekeŭnink,Civitanaj komunikiloj,
https://eo.globalvoices.org/2022/08/13364/,La heredaĵo de la lasta parolanto de la jagana lingvo en Ĉilio,2022-08-16T15:13:31+02:00,Stano BELOV,"Civitanaj komunikiloj,Indiĝenoj,Latinameriko,Lingvo,Rising Voices,Virinoj kaj genro,Ĉefaĵo,Ĉilio",
https://eo.globalvoices.org/2022/08/13327/,"Tajvano: la plej feliĉa nacio en Orienta Azio, laŭ la Tutmonda Feliĉo-Raporto 2022",2022-08-16T15:18:34+02:00,Stano BELOV,"Angla,Blogo,COVID-19,Civitanaj komunikiloj,Honkongo (Ĉinio),Ideoj,MONDO,Orienta Azio,Sano,Tajvano (RĈ),Ĉefaĵo,Ĉinio",
https://eo.globalvoices.org/2022/08/13376/,La hiĝabo ĉe televido en Alĝerio: Fino de ĉio franca,2022-08-17T22:24:11+02:00,Stano BELOV,"Alĝerio,Blogo,Civitanaj komunikiloj,Komunikiloj kaj ĵurnalismo,Mezoriento kaj Nordafriko,Parollibereco,Religio,Virinoj kaj genro,Ĉefaĵo",
https://eo.globalvoices.org/2022/08/13428/,‘Via’dle: Wordle nun alireblas en multaj lingvoj de la mondo,2022-08-30T09:42:45+02:00,Stano BELOV,"Angla,Arto kaj kulturo,Belorusa,Blogo,Civitanaj komunikiloj,Filipina,Indiĝenoj,Interreta aktivismo,Kazaĥa,Lingvo,MONDO,Nordameriko,Okcidenta Eŭropo,Orienta Azio,Orienta kaj Centra Eŭropo,Rising Voices,Suda Azio,Teknikaro,Ukraina,Urdua,Usono,kanado,Ĉefaĵo",
https://eo.globalvoices.org/2022/08/13411/,En Ĉeĥio “privataj sankcioj” kreskigas rusofobion,2022-08-30T10:02:36+02:00,Stano BELOV,"Angla,Civitanaj komunikiloj,Etno kaj raso,Homaj rajtoj,Milito kaj konflikto,Orienta kaj Centra Eŭropo,RuNet Echo,Ĉefaĵo,Ĉeĥio",
https://eo.globalvoices.org/2022/08/13437/,Kial la svahila ne iĝis unuiga lingvo de Afriko?,2022-08-31T20:56:12+02:00,Stano BELOV,"Angla,Civitanaj komunikiloj,Etiopio,Kenjo,Lingvo,Subsahara Afriko,Sud-Afriko,Tanzanio,Teknikaro,Ugando,Ĉefaĵo",
https://eo.globalvoices.org/2022/08/13090/,"“La Balkanoj estas la eŭropa Latinameriko en multaj belaj aspektoj”, diras albana verkisto Elvi Sidheri",2022-08-31T22:43:41+02:00,Aza Delgado Orduño,"Albanio,Angla,Arto kaj kulturo,Barato,Blogo,Bona novaĵo,Civitanaj komunikiloj,Dominika Respubliko,Ekonomio kaj komerco,Etno kaj raso,Hispana,Hispanio,Ideoj,Internaciaj rilatoj,Komunikiloj kaj ĵurnalismo,Kosovo,Kubo,Literaturo,Makedona,Makedonio,Medio,Milito kaj konflikto,Orienta kaj Centra Eŭropo,Politiko,Rusa,Rusio,Suda Azio,Teknikaro,The Bridge,Ukrainio,Ĉefaĵo",
https://eo.globalvoices.org/2022/09/13395/,Ciferecigante lingvon kun du skriboj: Satdeep Gill pri la kreskanta ĉeesto de la panĝaba en Interreto,2022-09-05T01:03:08+02:00,Stano BELOV,"Angla,Barato,Blogo,Civitanaj komunikiloj,Historio,Interreta aktivismo,Lingvo,Politiko,Rising Voices,Suda Azio,Virinoj kaj genro,Ĉefaĵo",
https://eo.globalvoices.org/2022/09/13407/,"Kiel estas renkonti la frisan lingvon en preskaŭ ĉiu spaco en ĉiutaga vivo, eĉ rete, en Frislando, Nederlando",2022-09-13T09:20:55+02:00,Stano BELOV,"Blogo,Civitanaj komunikiloj,Interreta aktivismo,Lingvo,Nederlando,Okcidenta Eŭropo,Rising Voices,Ĉefaĵo",
https://eo.globalvoices.org/2022/09/13433/,Kiel tiu ĉi tunizia insulo kunigis islamanojn kaj judojn,2022-09-13T09:49:43+02:00,Stano BELOV,"Arto kaj kulturo,Blogo,Civitanaj komunikiloj,Mezoriento kaj Nordafriko,Religio,The Bridge,Tunizio,Vojaĝo,Ĉefaĵo",
https://eo.globalvoices.org/2022/09/13366/,Emblemoj de Global Voices en Esperanto,2022-09-23T21:23:17+02:00,webmaster,Civitanaj komunikiloj,
https://eo.globalvoices.org/2022/10/13092/,Kvin kantoj por festi la tagon de indiĝenaj popoloj,2022-10-15T22:58:25+02:00,Aza Delgado Orduño,"Arto kaj kulturo,Homaj rajtoj,Indiĝenoj,Muziko,Rising Voices,Virinoj kaj genro,Ĉefaĵo",
https://eo.globalvoices.org/2022/10/13284/,Umasoye: lingva aktivisto kiu uzas teknologion por igi la instruadon de la lingvo Ekpeye amuza,2022-10-30T14:46:43+01:00,Manuela BURGHELEA,"Blogo,Civitanaj komunikiloj,Niĝerio,Rising Voices,Subsahara Afriko,Ĉefaĵo",
https://eo.globalvoices.org/2022/11/13577/,Ĉu eblas revivigi “tatarismon” malgraŭ la identeca politiko de Rusio?,2022-11-18T20:58:22+01:00,Herman Dekeŭnink,"Angla,Arto kaj kulturo,Civitanaj komunikiloj,Filmo,Indiĝenoj,LINGVOJ,Lingvo,MONDO,Orienta kaj Centra Eŭropo,Rusio,The Bridge,Ĉefaĵo",
